Employment,Country,Student,EdLevel,DevType,YearsCode,CompTotal,CompFreq,ConvertedComp,WorkWeekHrs,Age,Gender,Ethnicity,NormalizedAnnualCompensation
full-time,Portugal,No,Masters degree ,Data or business analyst,15,1100,Monthly,15120,45,,Man,White,13200
full-time,Canada,No,Bachelors degree,full-stack,5,,Weekly,,40,24,Man,White,
full-time,United States,No,Bachelors degree,Developer,15,110000,Yearly,110000,45,36,Woman,White,110000
full-time,United Kingdom,No,Bachelors degree,Database administrator,30,32000,Yearly,41871,40,39,Man,White,32000
full-time,Singapore,No,Bachelors degree,Data or business analyst,14,,Monthly,,50,30,Man,Asian,
full-time,Republic of Moldova,No,Bachelors degree,Developer,8,,Monthly,,40,23,,White,
full-time,United States,No,Masters degree ,Developer,7,82000,Yearly,82000,40,24,Man,White,82000
full-time,United States,No,Masters degree ,Developer,23,147000,Yearly,147000,40,37,Man,,147000
full-time,Netherlands,No,Masters degree ,Data scientist or machine learning specialist,30,2000,Monthly,27492,36,37,Man,White,24000
full-time,India,No,Bachelors degree,Developer,12,1075000,Yearly,15042,40,28,Man,Asian,1075000
full-time,France,No,Masters degree ,Data scientist or machine learning specialist,8,40000,Yearly,45830,35,28,Woman,White,40000
full-time,United States,No,Other doctoral degree ,Developer,2,70000,Yearly,70000,40,35,Man,White,70000
full-time,India,No,Bachelors degree,full-stack,10,720000,Yearly,10075,,27,Man,Asian,720000
full-time,United States,No,Masters degree ,Developer,12,200000,Yearly,200000,60,31,Man,Hispanic,200000
full-time,India,Yes,Masters degree ,Data or business analyst,8,97000,Monthly,16284,40,30,Man,Asian,1164000
full-time,United Kingdom,No,Masters degree ,Database administrator,25,25000,Yearly,32712,50,52,Man,White,25000
full-time,United States,No,Associate degree,Data or business analyst,16,65000,Yearly,65000,40,33,Man,White,65000
full-time,United Kingdom,No,No degree,Developer,17,26500,Yearly,34675,40,36,Man,White,26500
full-time,Russian Federation,No,No degree,full-stack,5,56500,Monthly,10356,40,27,Man,Middle Eastern,678000
full-time,United States,No,Bachelors degree,Data or business analyst,5,90000,Yearly,90000,40,23,Man,White,90000
full-time,Belgium,No,Bachelors degree,Database administrator,12,,,,,28,Man,Asian,
full-time,United States,No,Masters degree ,Database administrator,10,90000,Yearly,90000,45,29,Man,White,90000
part-time,Brazil,Yes,Secondary school,full-stack,6,,Monthly,,30,18,Woman,Hispanic,
full-time,Belgium,Yes,Bachelors degree,Developer,13,3300,Monthly,45372,40,28,Man,White,39600
full-time,United States,No,Bachelors degree,Developer,5,97000,Yearly,97000,35,31,Man,White,97000
full-time,Italy,No,Masters degree ,Marketing or sales professional,7,30000,Monthly,412464,40,27,Man,White,360000
full-time,United States,No,Bachelors degree,full-stack,20,125000,Yearly,125000,40,36,Man,White,125000
full-time,Italy,No,Masters degree ,Data scientist or machine learning specialist,6,30000,Monthly,412464,43,24,Man,White,360000
full-time,United States,No,No degree,Database administrator,10,128000,Yearly,128000,40,23,Man,White,128000
full-time,Brazil,No,Masters degree ,Developer,10,3000,Monthly,9840,40,29,Man,Hispanic,36000
full-time,South Africa,No,No degree,Developer,15,750000,Yearly,56291,40,37,Man,White,750000
full-time,Nigeria,Yes,Secondary school,Developer,2,50000,Monthly,1668,40,19,Man,Black,600000
full-time,United States,No,Associate degree,Designer,5,840,Weekly,42000,40,24,Man,White,43680
full-time,Israel,No,Secondary school,Developer,7,13000,Monthly,42888,50,28,Man,White,156000
full-time,United States,No,Bachelors degree,full-stack,20,87000,Yearly,87000,35,33,Man,White,87000
full-time,United States,Yes,Associate degree,Database administrator,15,55000,Yearly,55000,42,37,Man,White,55000
full-time,Germany,No,Bachelors degree,Developer,6,47000,Yearly,53850,41,25,Woman,White,47000
full-time,United States,No,Bachelors degree,Developer,12,77000,Yearly,77000,40,28,Man,Asian,77000
full-time,Germany,No,Secondary school,full-stack,13,78000,Yearly,89368,40,35,Man,White,78000
full-time,Turkey,No,Bachelors degree,Developer,8,10000,Monthly,23040,45,28,Man,White,120000
full-time,United States,No,Bachelors degree,Engineer,20,275000,Yearly,275000,40,29,Man,Asian,275000
full-time,United States,No,Bachelors degree,Developer,17,103000,Yearly,103000,40,34,Man,White,103000
full-time,United States,No,Bachelors degree,Developer,11,122473,Yearly,122473,40,32,Man,Middle Eastern,122473
full-time,Netherlands,No,Bachelors degree,Developer,2,2800,Monthly,38496,40,24,Woman,White,33600
full-time,United States,Yes,Masters degree ,Academic researcher,15,68000,Yearly,68000,50,36,Man,White,68000
full-time,Brazil,No,Associate degree,Developer,9,4000,Monthly,13116,40,28,Woman,Hispanic,48000
full-time,France,No,Bachelors degree,Developer,2,21000,Yearly,24061,37.5,22,Man,White,21000
full-time,Australia,No,Masters degree ,full-stack,15,8200,Monthly,71364,38,41,Man,White,98400
full-time,Turkey,Yes,Bachelors degree,Developer,20,160000,Yearly,30720,45,35,Man,White,160000
full-time,Netherlands,No,Secondary school,Developer,3,3600,Weekly,206250,36,34,Woman,White,187200
full-time,Sweden,No,Masters degree ,Developer,18,60000,Monthly,79536,40,36,Man,White,720000
full-time,United States,No,Bachelors degree,Developer,20,125000,Yearly,125000,40,39,Man,Middle Eastern,125000
full-time,United States,No,Masters degree ,Data or business analyst,23,121000,Yearly,121000,38,49,Man,White,121000
full-time,United States,No,Bachelors degree,full-stack,20,230000,Yearly,230000,50,36,Man,White,230000
full-time,India,Yes,Bachelors degree,Designer,9,200,Weekly,10000,48,24,Man,,10400
full-time,United States,No,Masters degree ,full-stack,3,80000,Yearly,80000,40,25,Man,Asian,80000
full-time,Thailand,No,Bachelors degree,full-stack,7,,,,40,33,Man,White,
full-time,United Kingdom,Yes,No degree,Developer,3,43000,Yearly,56264,40,29,Man,White,43000
part-time,United States,Yes,No degree,full-stack,7,880,Weekly,44000,40,22,Man,White,45760
full-time,Russian Federation,Yes,No degree,Database administrator,8,45000,Monthly,8244,40,19,Man,White,540000
full-time,Netherlands,No,Bachelors degree,Developer,10,44000,Yearly,50413,45,26,Man,White,44000
full-time,France,No,Masters degree ,full-stack,18,21000,Yearly,24061,60,38,Man,White,21000
full-time,Canada,No,Bachelors degree,Developer,14,90000,Yearly,68705,40,32,Man,White,90000
full-time,Mongolia,No,Bachelors degree,Developer,12,30000000,Yearly,12226,50,34,Man,Asian,30000000
full-time,Netherlands,No,No degree,full-stack,14,3100,Monthly,42624,40,32,Man,White,37200
full-time,United States,No,Bachelors degree,Developer,14,120000,Yearly,120000,40,34,Man,White,120000
full-time,United States,No,Bachelors degree,Developer,9,230000,Yearly,230000,40,27,Man,White,230000
full-time,United States,No,Bachelors degree,Developer,14,232000,Yearly,232000,48,27,Man,White,232000
full-time,United States,No,Bachelors degree,Developer,10,,,,45,28,Non-binary,White,
full-time,United States,No,Bachelors degree,Developer,18,104000,Yearly,104000,40,31,Man,White,104000
full-time,United Kingdom,No,Bachelors degree,full-stack,28,45000,Monthly,706572,35,42,Man,White,540000
full-time,Mexico,No,Bachelors degree,Database administrator,8,,Weekly,,40,28,Woman,Hispanic,
full-time,United States,No,Bachelors degree,full-stack,20,185000,Yearly,185000,40,45,Man,White,185000
full-time,Chile,No,Masters degree ,full-stack,15,1183000,Monthly,21708,40,33,Man,Hispanic,14196000
full-time,United States,No,Bachelors degree,Developer,9,155000,Yearly,155000,40,27,Man,White,155000
full-time,Spain,No,No degree,full-stack,15,45000,Yearly,51559,39,34,Man,Hispanic,45000
full-time,Malaysia,No,Bachelors degree,full-stack,5,5650,Monthly,16548,50,24,Man,Asian,67800
full-time,United States,No,Masters degree ,full-stack,5,68000,Weekly,2000000,38,29,Man,White,3536000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,14,123500,Yearly,123500,40,27,Man,White,123500
part-time,Italy,Yes,No degree,Developer,8,1200,Monthly,16500,30,21,Man,White,14400
full-time,Georgia,No,Bachelors degree,Developer,8,,Monthly,,40,26,Woman,White,
full-time,Canada,Yes,Other doctoral degree ,Data or business analyst,8,48000,Yearly,36642,35,31,Man,Middle Eastern,48000
full-time,United States,No,Bachelors degree,Developer,30,165000,Yearly,165000,42,45,Man,White,165000
full-time,United States,Yes,Bachelors degree,Database administrator,6,45000,Yearly,45000,36,24,Man,Hispanic,45000
full-time,South Africa,No,Masters degree ,Engineering manager,1,33000,Monthly,29724,40,24,Man,White,396000
full-time,Italy,No,Masters degree ,Developer,15,,Monthly,,40,29,Man,White,
full-time,United Kingdom,No,No degree,Database administrator,20,46500,Monthly,730128,45,37,Man,White,558000
full-time,Malaysia,No,Bachelors degree,Developer,6,5500,Monthly,16116,40,26,Woman,,66000
full-time,Australia,No,Bachelors degree,full-stack,8,90000,Weekly,1000000,40,29,Man,White,4680000
full-time,United States,Yes,Masters degree ,Developer,12,180000,Monthly,2000000,40,31,Woman,Asian,2160000
full-time,United States,Yes,Bachelors degree,full-stack,6,82000,Yearly,82000,40,24,Man,White,82000
full-time,United States,No,Bachelors degree,Data or business analyst,4,,Monthly,,,22,Man,White,
full-time,United Kingdom,No,Bachelors degree,Developer,24,62000,Yearly,81125,35,36,Man,White,62000
part-time,United States,No,No degree,Designer,5,30000,Monthly,360000,30,21,Man,White,360000
full-time,United Arab Emirates,No,Masters degree ,full-stack,4,11000,Monthly,35940,42,30,Man,White,132000
full-time,Russian Federation,No,,Developer,14,200000,Monthly,36672,40,27,Woman,White,2400000
full-time,Luxembourg,No,Secondary school,Developer,25,80000,Yearly,91660,40,41,Man,White,80000
full-time,Australia,No,Bachelors degree,Developer,8,,Monthly,,37,24,Man,Middle Eastern,
full-time,Switzerland,No,Bachelors degree,Designer,14,72000,Yearly,72333,42,37,Man,White,72000
full-time,Germany,No,Secondary school,Data or business analyst,12,3000,Monthly,41244,38.5,23,Man,White,36000
full-time,India,No,Bachelors degree,Developer,7,,Monthly,,48,,Woman,,
full-time,United States,No,Masters degree ,Developer,10,94000,Yearly,94000,40,28,Man,Asian,94000
full-time,United States,No,Bachelors degree,Developer,9,95000,Yearly,95000,40,32,Man,White,95000
full-time,Hungary,No,Secondary school,Developer,15,1000000,Monthly,43308,40,36,Man,White,12000000
full-time,India,No,Masters degree ,Developer,10,1100000,Yearly,15392,9,30,Man,,1100000
full-time,India,Yes,Bachelors degree,Designer,5,15000,Monthly,2520,45,21,Man,,180000
full-time,Dominican Republic,Yes,Bachelors degree,Designer,5,7000,Monthly,1656,40,21,Man,Hispanic,84000
full-time,Germany,No,Masters degree ,Developer,33,69800,Yearly,79973,40,44,Man,White,69800
full-time,United States,No,Bachelors degree,full-stack,10,86000,Yearly,86000,42.5,27,Man,White,86000
full-time,France,No,Masters degree ,Developer,9,36000,Monthly,494964,38,27,Man,,432000
full-time,South Africa,No,Bachelors degree,Data or business analyst,23,100000,Monthly,90072,40,44,Man,White,1200000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,10,90000,Yearly,90000,45,22,Man,Asian,90000
full-time,Australia,No,Associate degree,full-stack,9,80000,Yearly,58024,40,26,Man,White,80000
full-time,United States,No,Masters degree ,Developer,8,81000,Yearly,81000,37.5,36,Man,White,81000
full-time,India,No,Bachelors degree,Developer,5,1200000,Yearly,16791,60,26,Man,Asian,1200000
full-time,United States,No,Bachelors degree,Developer,6,140000,Yearly,140000,37,23,Man,White,140000
full-time,United Kingdom,No,Bachelors degree,,15,35000,Yearly,45797,37.5,30,Man,White,35000
full-time,United States,No,Bachelors degree,Developer,7,66000,Yearly,66000,45,24,Man,White,66000
full-time,United States,Yes,Bachelors degree,Database administrator,12,55000,Yearly,55000,40,27,Man,White,55000
full-time,United States,No,Bachelors degree,full-stack,8,95000,Yearly,95000,45,25,Man,White,95000
full-time,Cape Verde,No,Professional degree,Developer,10,30000,Monthly,,40,27,Man,Black,360000
full-time,Portugal,No,Bachelors degree,Developer,11,2600,Monthly,35748,40,30,Man,White,31200
full-time,Italy,Yes,No degree,Developer,6,1500,Monthly,20628,40,25,Man,White,18000
full-time,Pakistan,No,Bachelors degree,Data scientist or machine learning specialist,5,,Monthly,,,23,Woman,,
full-time,United States,No,Other doctoral degree ,full-stack,15,135000,Monthly,1620000,40,32,Man,White,1620000
full-time,United States,No,Bachelors degree,Developer,6,84000,Yearly,84000,40,23,Man,White,84000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,9,130000,Yearly,130000,80,25,Man,White,130000
full-time,United Kingdom,No,Masters degree ,Developer,20,60000,Monthly,942096,35,32,Woman,White,720000
full-time,United States,No,Bachelors degree,full-stack,4,125000,Yearly,125000,40,30,Man,Asian,125000
full-time,Serbia,No,No degree,full-stack,8,50000,Monthly,5808,40,20,Man,White,600000
full-time,Spain,No,Other doctoral degree ,Developer,35,49000,Yearly,56142,40,46,Man,White,49000
full-time,France,No,Masters degree ,Developer,9,52000,Monthly,714948,40,28,Man,Black,624000
full-time,Nigeria,No,Secondary school,Designer,4,1000000,Yearly,2770,40,23,Man,Black,1000000
full-time,India,Yes,Masters degree ,Developer,10,60000,Monthly,10080,40,28,Woman,,720000
full-time,Burundi,No,Bachelors degree,Database administrator,4,,,,70,22,Man,Black,
full-time,Canada,No,Masters degree ,Data scientist or machine learning specialist,11,90000,Yearly,68705,36.75,,Man,White,90000
full-time,Brazil,Yes,No degree,full-stack,5,2600,Monthly,8520,44,21,Man,White,31200
full-time,Bangladesh,Yes,Masters degree ,full-stack,8,80000,Monthly,11472,45,25,Man,Asian,960000
full-time,Canada,No,Masters degree ,Academic researcher,11,70000,Yearly,53437,45,28,Man,White,70000
full-time,Serbia,Yes,Masters degree ,Academic researcher,16,200000,Monthly,23220,20,26,Man,White,2400000
full-time,United Kingdom,No,Bachelors degree,Developer,10,31000,Yearly,40563,40,25,Man,White,31000
full-time,Russian Federation,No,Masters degree ,Data scientist or machine learning specialist,6,150000,Monthly,27504,40,25,Man,White,1800000
full-time,Finland,No,Masters degree ,Developer,8,4200,Monthly,57744,37.5,28,Man,White,50400
full-time,United States,No,Bachelors degree,Developer,5,70000,Yearly,70000,40,25,Man,White,70000
full-time,Nigeria,Yes,Secondary school,Developer,7,40000,Monthly,1332,40,20,Man,Black,480000
full-time,Mexico,No,No degree,Developer,34,40000,Monthly,25128,40,51,Man,Hispanic,480000
full-time,Canada,No,Masters degree ,Developer,20,275000,Yearly,209931,40,38,Man,White,275000
full-time,United States,No,Bachelors degree,Developer,31,129000,Yearly,129000,50,41,Man,White,129000
full-time,Ukraine,No,Masters degree ,Developer,15,6000,Monthly,19236,40,33,Man,White,72000
full-time,France,No,Professional degree,Developer,2,2000,Monthly,27492,38,20,Man,White,24000
full-time,United States,No,Bachelors degree,,20,238000,Yearly,238000,50,32,Man,White,238000
full-time,France,No,Masters degree ,full-stack,11,34000,Monthly,467460,45,28,Man,White,408000
full-time,United Kingdom,Yes,Masters degree ,Academic researcher,5,15000,Yearly,19627,40,28,Man,White,15000
full-time,Poland,No,Bachelors degree,Developer,10,10000,Monthly,32064,40,31,Man,White,120000
full-time,United Kingdom,No,No degree,Developer,4,10000,Yearly,13085,45,20,Man,White,10000
full-time,Bulgaria,No,No degree,Developer,5,1200,Monthly,8424,40,22,Man,White,14400
full-time,Bangladesh,Yes,Bachelors degree,Developer,12,150000,Monthly,21504,40,32,Man,Asian,1800000
full-time,United States,No,Bachelors degree,Developer,11,80000,Yearly,80000,40,33,Man,White,80000
full-time,Bulgaria,No,No degree,DevOps specialist,18,4150,Monthly,29136,55,34,Man,White,49800
full-time,Brazil,Yes,Bachelors degree,Developer,5,3400,Monthly,11148,40,27,Man,Hispanic,40800
full-time,United States,No,Bachelors degree,full-stack,22,155000,Yearly,155000,40,38,Man,Asian,155000
full-time,United Kingdom,No,Bachelors degree,Developer,13,41000,Monthly,643764,38,31,Man,White,492000
full-time,United Kingdom,No,No degree,full-stack,8,33280,Yearly,43546,37.5,22,Man,White,33280
full-time,United Kingdom,No,Bachelors degree,Developer,7,3960,Yearly,5182,37.5,28,Man,White,3960
full-time,United States,No,Other doctoral degree ,Data or business analyst,8,103000,Yearly,103000,40,27,Man,White,103000
full-time,United States,No,Bachelors degree,Database administrator,3,60000,Yearly,60000,40,32,Man,White,60000
full-time,Greece,Yes,,Developer,7,,Monthly,,45,24,Man,White,
full-time,France,No,,Developer,22,4000,Monthly,54996,38,42,Man,White,48000
full-time,Sweden,No,No degree,Developer,25,,Monthly,,30,38,Man,White,
full-time,Bulgaria,Yes,Secondary school,full-stack,5,4200,Monthly,29484,40,23,Woman,White,50400
full-time,United States,No,Bachelors degree,Developer,Less than 1 year,94600,Yearly,94600,40,40,Man,White,94600
full-time,United States,No,Bachelors degree,full-stack,9,98000,Yearly,98000,40,26,Man,White,98000
full-time,New Zealand,No,Bachelors degree,Developer,15,90000,Yearly,62073,37.5,28,Man,Asian,90000
full-time,Australia,No,Bachelors degree,full-stack,20,95000,Yearly,68903,37.5,35,Man,White,95000
full-time,Spain,No,Bachelors degree,Developer,15,46000,Yearly,52704,40,29,Man,White,46000
